Agent,Role,Tier,Score,Trend,Win %,Pick %,Dmg/Round,KDA,Map,Rank
kayoKAY/O,Initiator,Not Placed,0.0,NEW,0.00%,0.00%,0.0,0.0,Lotus,Iron
killjoyKilljoy,Sentinel,Not Placed,0.0,NEW,0.00%,0.00%,0.0,0.0,Lotus,Iron
neonNeon,Duelist,Not Placed,0.0,NEW,0.00%,0.00%,0.0,0.0,Lotus,Iron
omenOmen,Controller,Not Placed,0.0,NEW,0.00%,0.00%,0.0,0.0,Lotus,Iron
phoenixPhoenix,Duelist,Not Placed,0.0,NEW,0.00%,0.00%,0.0,0.0,Lotus,Iron
razeRaze,Duelist,Not Placed,0.0,NEW,0.00%,0.00%,0.0,0.0,Lotus,Iron
reynaReyna,Duelist,Not Placed,0.0,NEW,0.00%,0.00%,0.0,0.0,Lotus,Iron
sageSage,Sentinel,Not Placed,0.0,NEW,0.00%,0.00%,0.0,0.0,Lotus,Iron
skyeSkye,Initiator,Not Placed,0.0,NEW,0.00%,0.00%,0.0,0.0,Lotus,Iron
sovaSova,Initiator,Not Placed,0.0,NEW,0.00%,0.00%,0.0,0.0,Lotus,Iron
viperViper,Controller,Not Placed,0.0,NEW,0.00%,0.00%,0.0,0.0,Lotus,Iron
vyseVyse,Sentinel,Not Placed,0.0,NEW,0.00%,0.00%,0.0,0.0,Lotus,Iron
yoruYoru,Duelist,Not Placed,0.0,NEW,0.00%,0.00%,0.0,0.0,Lotus,Iron
astraAstra,Controller,Bad / D,26.16,-3.64,48.82%,0.38%,125.98,1.29,Lotus,Placements
breachBreach,Initiator,Weak / C,34.58,0.3,49.82%,1.17%,122.43,1.29,Lotus,Placements
brimstoneBrimstone,Controller,Fair / B,45.75,1.2,49.35%,3.46%,112.98,1.29,Lotus,Placements
chamberChamber,Sentinel,Good / A,54.18,-0.28,49.84%,3.50%,136.7,1.31,Lotus,Placements
cloveClove,Controller,Strong / S,68.42,-1.29,50.55%,4.82%,138.53,1.39,Lotus,Placements
cypherCypher,Sentinel,Fair / B,42.49,0.88,49.45%,2.91%,119.55,1.22,Lotus,Placements
deadlockDeadlock,Sentinel,Weak / C,31.99,2.85,49.93%,1.39%,116.85,1.16,Lotus,Placements
fadeFade,Initiator,Fair / B,38.21,0.66,49.65%,2.51%,111.98,1.2,Lotus,Placements
gekkoGekko,Initiator,Good / A,53.81,-1.02,49.69%,5.14%,111.79,1.11,Lotus,Placements
harborHarbor,Controller,Bad / D,17.52,-0.98,47.96%,0.72%,111.91,1.13,Lotus,Placements
isoIso,Duelist,Good / A,52.32,-0.46,49.59%,3.66%,135.98,1.23,Lotus,Placements
jettJett,Duelist,God / S+,90.96,-0.82,50.07%,9.31%,130.32,1.24,Lotus,Placements
kayoKAY/O,Initiator,Weak / C,31.94,2.41,48.47%,2.03%,112.66,1.27,Lotus,Placements
killjoyKilljoy,Sentinel,Fair / B,38.27,1.65,49.92%,2.08%,123.73,1.16,Lotus,Placements
neonNeon,Duelist,Strong / S,60.44,0.71,49.70%,5.41%,125.17,1.17,Lotus,Placements
omenOmen,Controller,Good / A,53.84,1.18,48.73%,5.02%,122.11,1.2,Lotus,Placements
phoenixPhoenix,Duelist,Strong / S,76.04,0.06,49.49%,8.16%,119.17,1.15,Lotus,Placements
razeRaze,Duelist,Good / A,57.14,0.79,49.79%,3.91%,140.89,1.28,Lotus,Placements
reynaReyna,Duelist,God / S+,97.9,0.4,49.95%,9.57%,141.61,1.36,Lotus,Placements
sageSage,Sentinel,Strong / S,88.03,-0.9,50.07%,10.17%,105.0,1.13,Lotus,Placements
skyeSkye,Initiator,Weak / C,28.84,-0.24,48.82%,1.79%,109.7,1.17,Lotus,Placements
sovaSova,Initiator,Good / A,55.72,1.15,49.50%,5.44%,110.76,1.15,Lotus,Placements
viperViper,Controller,Bad / D,25.67,-0.02,48.61%,1.40%,117.37,1.11,Lotus,Placements
vyseVyse,Sentinel,Fair / B,36.54,-7.66,49.11%,2.42%,118.87,1.18,Lotus,Placements
yoruYoru,Duelist,Fair / B,43.25,3.08,48.85%,3.63%,120.08,1.15,Lotus,Placements
astraAstra,Controller,Weak / C,30.54,-2.96,49.58%,0.89%,138.79,1.47,Lotus,Platinum
breachBreach,Initiator,Good / A,46.67,2.13,50.03%,3.68%,131.64,1.38,Lotus,Platinum
brimstoneBrimstone,Controller,Weak / C,31.52,0.5,49.29%,1.10%,137.55,1.52,Lotus,Platinum
chamberChamber,Sentinel,Strong / S,76.32,-2.57,50.18%,7.82%,152.51,1.37,Lotus,Platinum
cloveClove,Controller,God / S+,99.29,0.23,51.25%,10.47%,154.09,1.55,Lotus,Platinum
cypherCypher,Sentinel,Good / A,49.24,2.61,50.03%,4.13%,135.05,1.34,Lotus,Platinum
deadlockDeadlock,Sentinel,Weak / C,32.46,-0.46,50.07%,1.50%,135.38,1.31,Lotus,Platinum
fadeFade,Initiator,Fair / B,44.88,0.42,50.14%,3.37%,130.51,1.39,Lotus,Platinum
gekkoGekko,Initiator,Strong / S,65.38,-1.65,50.19%,7.01%,127.32,1.26,Lotus,Platinum
harborHarbor,Controller,Bad / D,21.45,1.51,48.71%,0.39%,131.66,1.34,Lotus,Platinum
isoIso,Duelist,Good / A,51.89,3.63,50.62%,3.29%,165.94,1.41,Lotus,Platinum
jettJett,Duelist,Strong / S,82.74,-2.86,49.96%,8.91%,157.87,1.33,Lotus,Platinum
kayoKAY/O,Initiator,Bad / D,28.67,-0.21,48.48%,1.30%,132.08,1.46,Lotus,Platinum
killjoyKilljoy,Sentinel,Good / A,49.3,1.74,50.32%,4.08%,139.8,1.26,Lotus,Platinum
neonNeon,Duelist,Good / A,53.57,2.01,50.49%,4.32%,149.25,1.31,Lotus,Platinum
omenOmen,Controller,Good / A,64.71,1.94,49.09%,6.76%,136.82,1.41,Lotus,Platinum
phoenixPhoenix,Duelist,Fair / B,42.4,1.3,50.46%,2.02%,158.66,1.42,Lotus,Platinum
razeRaze,Duelist,Strong / S,74.36,-1.44,50.12%,7.39%,160.01,1.35,Lotus,Platinum
reynaReyna,Duelist,God / S+,94.55,-2.43,50.34%,10.27%,160.25,1.44,Lotus,Platinum
sageSage,Sentinel,Fair / B,43.56,-0.29,49.99%,3.49%,126.83,1.32,Lotus,Platinum
skyeSkye,Initiator,Fair / B,34.16,0.89,49.37%,2.12%,128.62,1.36,Lotus,Platinum
sovaSova,Initiator,Fair / B,35.41,2.63,49.66%,1.84%,141.57,1.37,Lotus,Platinum
viperViper,Controller,Bad / D,28.78,2.74,49.93%,0.47%,144.14,1.42,Lotus,Platinum
vyseVyse,Sentinel,Fair / B,34.4,-11.84,49.54%,1.83%,138.13,1.37,Lotus,Platinum
yoruYoru,Duelist,Weak / C,33.75,2.45,49.75%,1.54%,145.61,1.33,Lotus,Platinum
astraAstra,Controller,Bad / D,22.31,-16.96,42.53%,0.20%,147.78,1.4,Lotus,Radiant
breachBreach,Initiator,Fair / B,42.12,+3.84,51.30%,2.23%,138.54,1.63,Lotus,Radiant
brimstoneBrimstone,Controller,Not Placed,0.0,NEW,0.00%,0.00%,0.0,0.0,Lotus,Radiant
chamberChamber,Sentinel,Good / A,46.55,-6.13,50.18%,3.81%,155.38,1.37,Lotus,Radiant
cloveClove,Controller,God / S+,91.56,+10.77,51.57%,13.61%,162.7,1.67,Lotus,Radiant
cypherCypher,Sentinel,Fair / B,45.07,-6.53,50.28%,3.72%,140.67,1.39,Lotus,Radiant
deadlockDeadlock,Sentinel,Fair / B,45.91,+11.06,55.86%,2.23%,138.47,1.45,Lotus,Radiant
fadeFade,Initiator,Strong / S,64.66,+1.91,50.28%,8.19%,139.74,1.55,Lotus,Radiant
gekkoGekko,Initiator,Good / A,50.81,-3.58,48.87%,5.83%,130.96,1.34,Lotus,Radiant
harborHarbor,Controller,Not Placed,0.0,NEW,0.00%,0.00%,0.0,0.0,Lotus,Radiant
isoIso,Duelist,Good / A,58.58,-0.38,48.92%,6.53%,173.32,1.46,Lotus,Radiant
jettJett,Duelist,Strong / S,62.73,-0.44,50.77%,7.95%,149.75,1.26,Lotus,Radiant
kayoKAY/O,Initiator,Weak / C,36.92,-7.42,52.29%,0.35%,132.84,1.85,Lotus,Radiant
killjoyKilljoy,Sentinel,Good / A,59.76,+3.07,48.78%,7.68%,150.38,1.31,Lotus,Radiant
neonNeon,Duelist,God / S+,77.35,+3.52,50.13%,11.55%,152.67,1.31,Lotus,Radiant
omenOmen,Controller,Good / A,53.4,+3.41,50.10%,5.46%,140.85,1.55,Lotus,Radiant
phoenixPhoenix,Duelist,Bad / D,34.79,-25.59,49.32%,0.60%,164.19,1.55,Lotus,Radiant
razeRaze,Duelist,Strong / S,71.89,-3.58,50.87%,9.75%,161.91,1.33,Lotus,Radiant
reynaReyna,Duelist,Good / A,50.35,+0.81,49.17%,4.68%,161.96,1.47,Lotus,Radiant
sageSage,Sentinel,Fair / B,45.65,+18.66,60.91%,0.28%,147.66,1.56,Lotus,Radiant
skyeSkye,Initiator,Weak / C,35.0,+3.56,48.46%,1.39%,149.82,1.47,Lotus,Radiant
sovaSova,Initiator,Fair / B,44.32,+10.87,54.78%,0.75%,168.58,1.8,Lotus,Radiant
viperViper,Controller,Bad / D,29.86,-14.31,47.51%,0.56%,151.61,1.38,Lotus,Radiant
vyseVyse,Sentinel,Weak / C,37.14,+3.08,53.65%,0.60%,155.97,1.32,Lotus,Radiant
yoruYoru,Duelist,Fair / B,43.29,+4.78,52.02%,2.06%,159.7,1.52,Lotus,Radiant
astraAstra,Controller,Bad / D,27.88,-2.61,48.86%,0.71%,137.97,1.41,Lotus,Silver
breachBreach,Initiator,Fair / B,42.98,1.5,50.15%,2.74%,133.68,1.36,Lotus,Silver
brimstoneBrimstone,Controller,Fair / B,40.57,2.11,49.62%,2.04%,138.13,1.47,Lotus,Silver
chamberChamber,Sentinel,Strong / S,66.24,-0.71,50.34%,6.05%,150.08,1.38,Lotus,Silver
cloveClove,Controller,God / S+,90.3,-0.64,51.24%,8.88%,153.72,1.51,Lotus,Silver
cypherCypher,Sentinel,Good / A,49.53,1.79,50.01%,4.17%,133.74,1.34,Lotus,Silver
deadlockDeadlock,Sentinel,Weak / C,37.03,2.52,50.33%,1.83%,133.03,1.29,Lotus,Silver
fadeFade,Initiator,Fair / B,41.71,0.06,49.98%,2.86%,129.47,1.36,Lotus,Silver
gekkoGekko,Initiator,Good / A,58.47,-0.38,50.30%,6.25%,127.82,1.25,Lotus,Silver
harborHarbor,Controller,Bad / D,16.66,-3.88,47.73%,0.74%,128.24,1.28,Lotus,Silver
isoIso,Duelist,Good / A,55.81,3.86,50.24%,3.64%,161.37,1.39,Lotus,Silver
jettJett,Duelist,Strong / S,71.37,0.54,50.35%,6.68%,157.62,1.37,Lotus,Silver
kayoKAY/O,Initiator,Weak / C,30.33,-1.38,48.46%,1.95%,128.67,1.41,Lotus,Silver
killjoyKilljoy,Sentinel,Fair / B,46.34,2.46,50.24%,3.53%,138.37,1.26,Lotus,Silver
neonNeon,Duelist,Good / A,57.13,2.06,50.44%,4.73%,146.81,1.31,Lotus,Silver
omenOmen,Controller,Strong / S,61.94,0.37,49.23%,6.87%,137.75,1.37,Lotus,Silver
phoenixPhoenix,Duelist,Good / A,49.39,1.87,50.11%,2.67%,156.65,1.41,Lotus,Silver
razeRaze,Duelist,Strong / S,68.03,-0.74,50.37%,5.97%,158.62,1.38,Lotus,Silver
reynaReyna,Duelist,God / S+,98.88,0.09,50.54%,10.92%,161.81,1.47,Lotus,Silver
sageSage,Sentinel,Good / A,58.23,-1.19,50.08%,6.38%,123.5,1.3,Lotus,Silver
skyeSkye,Initiator,Weak / C,37.98,1.7,49.70%,2.54%,127.61,1.35,Lotus,Silver
sovaSova,Initiator,Fair / B,40.47,1.16,49.66%,2.61%,138.92,1.34,Lotus,Silver
viperViper,Controller,Bad / D,28.99,-0.45,49.17%,0.87%,139.03,1.35,Lotus,Silver
vyseVyse,Sentinel,Fair / B,38.46,-12.09,49.63%,2.30%,136.68,1.35,Lotus,Silver
yoruYoru,Duelist,Weak / C,35.27,2.0,49.19%,2.08%,141.28,1.31,Lotus,Silver
astraAstra,Controller,Fair / B,41.55,-3.04,49.92%,2.00%,151.3,1.65,Pearl,Allrank
breachBreach,Initiator,Weak / C,39.29,6.02,50.80%,1.23%,152.1,1.6,Pearl,Allrank
brimstoneBrimstone,Controller,Fair / B,41.5,12.96,53.38%,1.51%,123.89,1.49,Pearl,Allrank
chamberChamber,Sentinel,Strong / S,68.67,-0.59,51.05%,6.97%,159.34,1.56,Pearl,Allrank
cloveClove,Controller,Strong / S,69.9,3.26,52.69%,6.12%,159.56,1.65,Pearl,Allrank
cypherCypher,Sentinel,Weak / C,37.64,-5.92,48.64%,2.78%,137.37,1.46,Pearl,Allrank
deadlockDeadlock,Sentinel,Bad / D,31.51,-2.17,48.85%,1.45%,141.54,1.42,Pearl,Allrank
fadeFade,Initiator,Good / A,42.73,1.85,49.99%,3.01%,138.98,1.49,Pearl,Allrank
gekkoGekko,Initiator,Fair / B,42.31,-1.83,48.63%,3.76%,141.93,1.41,Pearl,Allrank
harborHarbor,Controller,Fair / B,41.68,7.98,49.79%,2.34%,148.9,1.59,Pearl,Allrank
isoIso,Duelist,Strong / S,70.34,12.47,52.71%,6.02%,170.65,1.61,Pearl,Allrank
jettJett,Duelist,God / S+,95.25,0.13,51.86%,11.94%,160.73,1.55,Pearl,Allrank
kayoKAY/O,Initiator,Bad / D,34.38,-3.57,49.23%,1.95%,131.57,1.48,Pearl,Allrank
killjoyKilljoy,Sentinel,Weak / C,37.91,-7.33,50.29%,1.97%,144.61,1.41,Pearl,Allrank
neonNeon,Duelist,Strong / S,58.14,-7.08,49.42%,6.33%,148.72,1.43,Pearl,Allrank
omenOmen,Controller,Good / A,42.88,-1.05,49.03%,3.71%,138.29,1.43,Pearl,Allrank
phoenixPhoenix,Duelist,Good / A,51.01,-0.22,50.96%,3.69%,154.48,1.52,Pearl,Allrank
razeRaze,Duelist,Good / A,49.38,2.83,50.79%,3.71%,154.08,1.43,Pearl,Allrank
reynaReyna,Duelist,God / S+,98.0,10.31,51.65%,12.13%,168.12,1.64,Pearl,Allrank
sageSage,Sentinel,Good / A,57.72,3.69,52.77%,5.69%,117.59,1.35,Pearl,Allrank
skyeSkye,Initiator,Weak / C,36.22,0.4,50.23%,1.86%,133.37,1.45,Pearl,Allrank
sovaSova,Initiator,Fair / B,42.36,1.31,50.57%,2.74%,141.51,1.44,Pearl,Allrank
viperViper,Controller,Bad / D,34.2,-7.72,47.67%,1.84%,149.96,1.59,Pearl,Allrank
vyseVyse,Sentinel,Good / A,45.83,-19.03,50.50%,3.33%,141.32,1.49,Pearl,Allrank
yoruYoru,Duelist,Fair / B,39.62,-3.65,47.74%,3.61%,143.97,1.41,Pearl,Allrank
astraAstra,Controller,Good / A,49.01,-2.99,50.34%,3.34%,160.78,1.78,Pearl,Ascendant
breachBreach,Initiator,Bad / D,34.81,-6.1,48.33%,0.66%,155.29,1.57,Pearl,Ascendant
brimstoneBrimstone,Controller,Bad / D,36.87,8.15,50.23%,0.67%,145.09,1.6,Pearl,Ascendant
chamberChamber,Sentinel,Strong / S,64.84,-5.85,51.42%,7.91%,163.88,1.63,Pearl,Ascendant
cloveClove,Controller,Strong / S,61.52,-0.4,53.21%,5.57%,170.76,1.79,Pearl,Ascendant
cypherCypher,Sentinel,Weak / C,41.9,4.73,48.88%,2.31%,153.16,1.68,Pearl,Ascendant
deadlockDeadlock,Sentinel,Bad / D,37.76,-3.51,49.25%,1.21%,150.38,1.6,Pearl,Ascendant
fadeFade,Initiator,Fair / B,43.34,-0.73,49.48%,2.89%,146.48,1.6,Pearl,Ascendant
gekkoGekko,Initiator,Fair / B,45.56,1.88,51.44%,3.18%,141.21,1.49,Pearl,Ascendant
harborHarbor,Controller,Fair / B,42.57,-3.72,48.95%,2.55%,157.02,1.62,Pearl,Ascendant
isoIso,Duelist,Strong / S,61.04,0.66,52.93%,5.27%,183.85,1.76,Pearl,Ascendant
jettJett,Duelist,God / S+,97.33,1.63,51.63%,17.16%,174.5,1.64,Pearl,Ascendant
kayoKAY/O,Initiator,Weak / C,39.17,3.36,49.78%,1.75%,138.27,1.59,Pearl,Ascendant
killjoyKilljoy,Sentinel,Weak / C,39.77,3.86,50.83%,1.44%,149.03,1.51,Pearl,Ascendant
neonNeon,Duelist,Strong / S,56.83,2.84,50.34%,6.41%,160.99,1.5,Pearl,Ascendant
omenOmen,Controller,Fair / B,43.42,2.9,51.04%,2.26%,147.26,1.59,Pearl,Ascendant
phoenixPhoenix,Duelist,Good / A,47.78,-3.44,51.28%,2.69%,169.64,1.65,Pearl,Ascendant
razeRaze,Duelist,Good / A,48.37,2.42,51.78%,3.01%,167.15,1.55,Pearl,Ascendant
reynaReyna,Duelist,God / S+,86.77,3.72,51.93%,13.61%,175.89,1.74,Pearl,Ascendant
sageSage,Sentinel,Good / A,48.4,-2.59,51.39%,4.34%,132.56,1.46,Pearl,Ascendant
skyeSkye,Initiator,Weak / C,41.4,0.56,51.16%,1.45%,149.03,1.63,Pearl,Ascendant
sovaSova,Initiator,Fair / B,45.65,-0.88,51.76%,2.07%,156.48,1.7,Pearl,Ascendant
viperViper,Controller,Fair / B,42.14,3.78,48.96%,1.93%,166.36,1.7,Pearl,Ascendant
vyseVyse,Sentinel,Good / A,47.71,-12.65,50.35%,3.22%,162.15,1.67,Pearl,Ascendant
yoruYoru,Duelist,Good / A,46.03,2.37,50.91%,3.12%,153.44,1.52,Pearl,Ascendant
astraAstra,Controller,Bad / D,27.43,-6.04,48.87%,1.04%,123.75,1.35,Pearl,Bronze
breachBreach,Initiator,Weak / C,36.97,6.86,49.80%,1.53%,125.51,1.33,Pearl,Bronze
brimstoneBrimstone,Controller,Fair / B,43.57,-0.69,49.83%,1.99%,127.92,1.42,Pearl,Bronze
chamberChamber,Sentinel,Strong / S,60.61,-3.82,49.43%,5.64%,136.35,1.36,Pearl,Bronze
cloveClove,Controller,God / S+,85.53,-1.68,51.12%,6.64%,143.57,1.49,Pearl,Bronze
cypherCypher,Sentinel,Good / A,54.04,3.46,50.38%,3.71%,124.93,1.38,Pearl,Bronze
deadlockDeadlock,Sentinel,Weak / C,41.89,9.39,50.36%,2.14%,124.22,1.28,Pearl,Bronze
fadeFade,Initiator,Weak / C,36.79,3.24,49.32%,2.84%,118.43,1.31,Pearl,Bronze
gekkoGekko,Initiator,Good / A,51.15,3.31,49.92%,5.16%,119.36,1.24,Pearl,Bronze
harborHarbor,Controller,Bad / D,19.04,-2.58,47.75%,1.97%,120.22,1.25,Pearl,Bronze
isoIso,Duelist,Strong / S,58.95,2.13,49.89%,4.26%,143.73,1.34,Pearl,Bronze
jettJett,Duelist,Strong / S,62.25,-2.05,49.32%,6.11%,139.65,1.33,Pearl,Bronze
kayoKAY/O,Initiator,Bad / D,26.12,-1.06,48.03%,2.39%,119.07,1.34,Pearl,Bronze
killjoyKilljoy,Sentinel,Good / A,51.45,-1.53,50.83%,2.93%,128.85,1.29,Pearl,Bronze
neonNeon,Duelist,Good / A,58.93,-3.79,49.69%,5.81%,131.96,1.28,Pearl,Bronze
omenOmen,Controller,Good / A,54.21,2.73,49.18%,5.42%,129.62,1.33,Pearl,Bronze
phoenixPhoenix,Duelist,Fair / B,49.1,1.37,49.57%,3.09%,138.72,1.36,Pearl,Bronze
razeRaze,Duelist,Good / A,53.82,-3.98,49.42%,4.61%,138.3,1.3,Pearl,Bronze
reynaReyna,Duelist,God / S+,98.76,0.4,50.30%,10.26%,146.11,1.47,Pearl,Bronze
sageSage,Sentinel,Strong / S,68.22,0.68,50.62%,7.59%,113.52,1.28,Pearl,Bronze
skyeSkye,Initiator,Weak / C,39.38,4.22,49.90%,2.41%,117.37,1.34,Pearl,Bronze
sovaSova,Initiator,Fair / B,42.69,7.25,49.75%,3.03%,125.35,1.29,Pearl,Bronze
viperViper,Controller,Fair / B,42.25,3.18,50.36%,1.73%,127.41,1.32,Pearl,Bronze
vyseVyse,Sentinel,Fair / B,43.6,-15.41,49.28%,3.63%,125.27,1.32,Pearl,Bronze
yoruYoru,Duelist,Fair / B,43.24,-5.57,48.90%,4.07%,129.6,1.28,Pearl,Bronze
astraAstra,Controller,Good / A,47.44,-3.66,51.26%,2.83%,146.96,1.68,Pearl,Diamond
breachBreach,Initiator,Bad / D,34.28,2.37,49.85%,1.02%,140.22,1.52,Pearl,Diamond
brimstoneBrimstone,Controller,Bad / D,35.75,4.36,50.42%,0.79%,140.7,1.62,Pearl,Diamond
chamberChamber,Sentinel,Strong / S,69.36,-6.2,51.06%,7.98%,160.15,1.59,Pearl,Diamond
cloveClove,Controller,Strong / S,65.54,-1.05,52.27%,5.99%,164.9,1.73,Pearl,Diamond
cypherCypher,Sentinel,Fair / B,43.14,2.71,50.78%,2.41%,144.34,1.57,Pearl,Diamond
deadlockDeadlock,Sentinel,Weak / C,39.11,0.19,51.22%,1.39%,146.27,1.5,Pearl,Diamond
fadeFade,Initiator,Fair / B,43.66,-0.52,50.80%,2.84%,137.67,1.52,Pearl,Diamond
gekkoGekko,Initiator,Good / A,46.68,0.59,51.54%,3.50%,134.99,1.45,Pearl,Diamond
harborHarbor,Controller,Weak / C,40.81,3.4,49.08%,2.69%,147.28,1.53,Pearl,Diamond
isoIso,Duelist,Strong / S,58.74,4.92,51.40%,4.80%,175.79,1.62,Pearl,Diamond
jettJett,Duelist,God / S+,97.43,1.75,51.13%,14.45%,166.48,1.57,Pearl,Diamond
kayoKAY/O,Initiator,Bad / D,36.94,-1.78,48.89%,1.97%,139.86,1.56,Pearl,Diamond
killjoyKilljoy,Sentinel,Weak / C,37.08,-4.05,50.49%,1.65%,140.64,1.42,Pearl,Diamond
neonNeon,Duelist,Strong / S,56.9,-0.55,50.76%,5.84%,152.58,1.43,Pearl,Diamond
omenOmen,Controller,Fair / B,41.3,-0.03,48.42%,3.05%,147.46,1.55,Pearl,Diamond
phoenixPhoenix,Duelist,Good / A,48.25,-0.41,51.05%,2.91%,163.76,1.59,Pearl,Diamond
razeRaze,Duelist,Good / A,50.08,0.73,51.23%,3.67%,158.86,1.49,Pearl,Diamond
reynaReyna,Duelist,God / S+,91.59,2.4,51.82%,12.33%,170.41,1.68,Pearl,Diamond
sageSage,Sentinel,Good / A,48.03,0.05,50.17%,4.66%,129.68,1.42,Pearl,Diamond
skyeSkye,Initiator,Weak / C,38.55,1.61,50.13%,1.86%,140.33,1.53,Pearl,Diamond
sovaSova,Initiator,Fair / B,43.62,3.43,51.00%,2.38%,148.32,1.55,Pearl,Diamond
viperViper,Controller,Fair / B,43.28,-1.24,50.95%,2.02%,154.54,1.6,Pearl,Diamond
vyseVyse,Sentinel,Good / A,48.06,-9.67,50.26%,3.61%,150.07,1.59,Pearl,Diamond
yoruYoru,Duelist,Fair / B,44.37,0.62,49.58%,3.34%,150.2,1.49,Pearl,Diamond
astraAstra,Controller,Fair / B,41.49,-4.95,50.27%,1.87%,141.37,1.58,Pearl,Gold
breachBreach,Initiator,Weak / C,36.04,7.6,50.19%,1.44%,136.53,1.46,Pearl,Gold
brimstoneBrimstone,Controller,Bad / D,35.37,-2.23,49.64%,1.48%,135.31,1.52,Pearl,Gold
chamberChamber,Sentinel,Strong / S,69.58,-5.77,50.12%,7.40%,150.92,1.52,Pearl,Gold
cloveClove,Controller,Strong / S,74.09,-0.47,51.85%,6.46%,156.58,1.64,Pearl,Gold
cypherCypher,Sentinel,Fair / B,46.73,3.78,50.84%,2.96%,135.97,1.51,Pearl,Gold
deadlockDeadlock,Sentinel,Weak / C,35.42,-1.13,50.32%,1.51%,134.75,1.4,Pearl,Gold
fadeFade,Initiator,Weak / C,40.23,0.97,50.29%,2.57%,129.82,1.42,Pearl,Gold
gekkoGekko,Initiator,Good / A,48.36,1.95,50.63%,4.11%,130.26,1.37,Pearl,Gold
harborHarbor,Controller,Bad / D,34.32,-0.46,48.93%,2.32%,131.49,1.41,Pearl,Gold
isoIso,Duelist,Strong / S,60.02,4.52,50.84%,4.61%,162.76,1.51,Pearl,Gold
jettJett,Duelist,God / S+,84.44,0.67,50.40%,10.06%,156.75,1.48,Pearl,Gold
kayoKAY/O,Initiator,Bad / D,30.25,0.9,47.62%,2.19%,130.53,1.48,Pearl,Gold
killjoyKilljoy,Sentinel,Fair / B,40.93,4.51,51.00%,2.21%,136.79,1.36,Pearl,Gold
neonNeon,Duelist,Strong / S,59.45,0.18,50.43%,5.80%,145.51,1.4,Pearl,Gold
omenOmen,Controller,Good / A,49.17,1.74,49.58%,4.36%,139.02,1.46,Pearl,Gold
phoenixPhoenix,Duelist,Good / A,50.07,2.13,50.76%,2.96%,154.44,1.52,Pearl,Gold
razeRaze,Duelist,Good / A,49.12,-1.33,49.38%,4.32%,149.69,1.4,Pearl,Gold
reynaReyna,Duelist,God / S+,99.16,-0.03,51.27%,11.70%,162.58,1.62,Pearl,Gold
sageSage,Sentinel,Good / A,54.99,0.79,50.32%,5.96%,121.83,1.36,Pearl,Gold
skyeSkye,Initiator,Weak / C,35.73,0.41,49.69%,2.06%,128.62,1.44,Pearl,Gold
sovaSova,Initiator,Fair / B,42.22,1.52,50.19%,2.71%,137.67,1.43,Pearl,Gold
viperViper,Controller,Fair / B,40.7,-0.43,50.62%,1.85%,140.21,1.48,Pearl,Gold
vyseVyse,Sentinel,Good / A,48.36,-16.44,50.41%,3.64%,137.92,1.47,Pearl,Gold
yoruYoru,Duelist,Fair / B,43.77,1.59,49.42%,3.47%,141.94,1.41,Pearl,Gold
astraAstra,Controller,Good / A,50.53,-2.31,49.86%,3.80%,169.54,1.9,Pearl,Immortal
breachBreach,Initiator,Weak / C,41.56,1.98,51.93%,0.47%,154.24,1.76,Pearl,Immortal
brimstoneBrimstone,Controller,Bad / D,33.73,12.7,48.64%,0.67%,129.05,1.47,Pearl,Immortal
chamberChamber,Sentinel,Strong / S,58.83,-6.09,51.66%,6.68%,170.34,1.66,Pearl,Immortal
cloveClove,Controller,Strong / S,59.08,0.56,51.46%,5.94%,182.05,1.86,Pearl,Immortal
cypherCypher,Sentinel,Weak / C,38.37,-13.06,46.53%,2.47%,154.28,1.51,Pearl,Immortal
deadlockDeadlock,Sentinel,Fair / B,43.3,9.99,50.95%,1.53%,160.92,1.7,Pearl,Immortal
fadeFade,Initiator,Good / A,49.11,3.73,51.61%,3.04%,157.34,1.83,Pearl,Immortal
gekkoGekko,Initiator,Fair / B,42.48,1.43,50.87%,2.77%,133.94,1.44,Pearl,Immortal
harborHarbor,Controller,Weak / C,41.49,-0.61,48.60%,2.07%,158.93,1.67,Pearl,Immortal
isoIso,Duelist,Strong / S,61.77,-2.06,52.30%,6.37%,194.71,1.79,Pearl,Immortal
jettJett,Duelist,God / S+,96.43,6.03,52.02%,19.41%,187.0,1.75,Pearl,Immortal
kayoKAY/O,Initiator,Good / A,46.22,-6.58,52.39%,1.36%,165.9,1.84,Pearl,Immortal
killjoyKilljoy,Sentinel,Bad / D,33.91,-10.31,46.38%,1.03%,151.84,1.5,Pearl,Immortal
neonNeon,Duelist,Strong / S,62.61,2.81,53.28%,7.13%,176.41,1.66,Pearl,Immortal
omenOmen,Controller,Bad / D,34.58,-8.45,46.41%,1.57%,145.4,1.46,Pearl,Immortal
phoenixPhoenix,Duelist,Good / A,55.02,3.47,54.92%,3.13%,176.91,1.83,Pearl,Immortal
razeRaze,Duelist,Good / A,51.05,9.27,54.14%,2.32%,185.44,1.65,Pearl,Immortal
reynaReyna,Duelist,God / S+,81.34,7.33,53.38%,13.19%,185.06,1.81,Pearl,Immortal
sageSage,Sentinel,Fair / B,42.58,-4.08,49.41%,3.67%,130.75,1.41,Pearl,Immortal
